PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence),Idx,Keywords
104507,5515,surprisingly anemic,2,surprisingly anemic,2,0,1.4285714285714286,104507,['surprisingly']
154610,8453,see over and over again,3,see over and over again,2,1,1.4285714285714286,154610,"['again', 'and', 'and over', 'over', 'over again', 'see']"
65741,3333,"It 's a loathsome movie , it really is and it make absolutely no sense .",0,"It 's a loathsome movie , it really is and it makes absolutely no sense .",1,1,1.4285714285714286,65741,"['absolutely', 'and', 'and it', 'is', 'is and', 'it', 'it make', 'it really', 'make', 'movie', 'movie it', 'no', 'no sense', 'really', 'sense']"
65742,3333,"It 's a loathsome movie , it really is and it make absolutely no sense",0,"It 's a loathsome movie , it really is and it makes absolutely no sense",1,1,1.4285714285714286,65742,"['absolutely', 'and', 'and it', 'is', 'is and', 'it', 'it make', 'it really', 'make', 'movie', 'movie it', 'no', 'no sense', 'really', 'sense']"
65743,3333,"It 's a loathsome movie , it really is and",0,"It 's a loathsome movie , it really is and",2,2,1.4285714285714286,65743,"['and', 'is', 'is and', 'it', 'it really', 'movie', 'movie it', 'really']"
65744,3333,"It 's a loathsome movie , it really is",0,"It 's a loathsome movie , it really is",2,2,1.4285714285714286,65744,"['is', 'it', 'it really', 'movie', 'movie it', 'really']"
65746,3333,It 's a loathsome movie,0,It 's a loathsome movie,2,2,1.4285714285714286,65746,"['it', 'movie']"
104503,5515,emerges a a surprisingly anemic disappointment,0,emerges as a surprisingly anemic disappointment,3,3,1.4285714285714286,104503,"['disappointment', 'emerges', 'surprisingly']"
65747,3333,'s a loathsome movie,1,'s a loathsome movie,2,1,1.4285714285714286,65747,['movie']
65748,3333,a loathsome movie,0,a loathsome movie,2,2,1.4285714285714286,65748,['movie']
65749,3333,loathsome movie,0,loathsome movie,2,2,1.4285714285714286,65749,['movie']
65750,3333,it really is,2,it really is,2,0,1.4285714285714286,65750,"['is', 'it', 'it really', 'really']"
65751,3333,really is,2,really is,2,0,1.4285714285714286,65751,"['is', 'really']"
65752,3333,it make absolutely no sense,0,it makes absolutely no sense,1,1,1.4285714285714286,65752,"['absolutely', 'it', 'it make', 'make', 'no', 'no sense', 'sense']"
65753,3333,make absolutely no sense,0,makes absolutely no sense,3,3,1.4285714285714286,65753,"['absolutely', 'make', 'no', 'no sense', 'sense']"
65754,3333,absolutely no sense,2,absolutely no sense,1,1,1.4285714285714286,65754,"['absolutely', 'no', 'no sense', 'sense']"
104504,5515,a a surprisingly anemic disappointment,0,as a surprisingly anemic disappointment,0,0,1.4285714285714286,104504,"['disappointment', 'surprisingly']"
154598,8453,"Maybe not a classic , but a movie the kid will want to see over and over again .",4,"Maybe not a classic , but a movie the kids will want to see over and over again .",1,3,1.4285714285714286,154598,"['again', 'and', 'and over', 'but', 'classic', 'kid', 'maybe', 'movie', 'not', 'over', 'over again', 'see', 'the', 'the kid', 'to', 'to see', 'want', 'want to', 'will']"
153246,8369,it 's a lousy one at that .,0,it 's a lousy one at that .,2,2,1.4285714285714286,153246,"['at', 'at that', 'it', 'lousy', 'one', 'that']"
104501,5515,The picture emerges a a surprisingly anemic disappointment .,0,The picture emerges as a surprisingly anemic disappointment .,3,3,1.4285714285714286,104501,"['disappointment', 'emerges', 'picture', 'surprisingly', 'the', 'the picture']"
153245,8369,And it 's a lousy one at that .,0,And it 's a lousy one at that .,2,2,1.4285714285714286,153245,"['and', 'and it', 'at', 'at that', 'it', 'lousy', 'one', 'that']"
154611,8453,see over and over,3,see over and over,2,1,1.4285714285714286,154611,"['and', 'and over', 'over', 'see']"
153249,8369,a lousy one at that,1,a lousy one at that,2,1,1.4285714285714286,153249,"['at', 'at that', 'lousy', 'one', 'that']"
153248,8369,'s a lousy one at that,1,'s a lousy one at that,2,1,1.4285714285714286,153248,"['at', 'at that', 'lousy', 'one', 'that']"
153247,8369,'s a lousy one at that .,1,'s a lousy one at that .,2,1,1.4285714285714286,153247,"['at', 'at that', 'lousy', 'one', 'that']"
104502,5515,emerges a a surprisingly anemic disappointment .,0,emerges as a surprisingly anemic disappointment .,3,3,1.4285714285714286,104502,"['disappointment', 'emerges', 'surprisingly']"
63283,3200,a bright future ahead of him,3,a bright future ahead of him,2,1,1.4285714285714286,63283,"['ahead', 'ahead of', 'bright', 'future', 'him', 'of', 'of him']"
63284,3200,a bright future,4,a bright future,2,2,1.4285714285714286,63284,"['bright', 'future']"
63285,3200,bright future,3,bright future,2,1,1.4285714285714286,63285,"['bright', 'future']"
82075,4235,`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year .,3,`` Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,0,3,1.4074074074074074,82075,"['carol', 'christmas', 'christmas carol', 'everyone', 'family', 'family film', 'film', 'film to', 'in', 'in the', 'is', 'new', 'nicholas', 'nickleby', 'no', 'no new', 'out', 'out in', 'perfect', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82098,4235,out in the theater this year,2,out in the theaters this year,2,0,1.4074074074074074,82098,"['in', 'in the', 'out', 'out in', 'the', 'the theater', 'theater', 'this', 'this year', 'year']"
82082,4235,family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year,3,family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year,0,3,1.4074074074074074,82082,"['carol', 'christmas', 'christmas carol', 'everyone', 'family', 'family film', 'film', 'film to', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82096,4235,A Christmas Carol,2,A Christmas Carol,2,0,1.4074074074074074,82096,"['carol', 'christmas', 'christmas carol']"
82099,4235,in the theater this year,2,in the theaters this year,2,0,1.4074074074074074,82099,"['in', 'in the', 'the', 'the theater', 'theater', 'this', 'this year', 'year']"
82100,4235,the theater this year,2,the theaters this year,2,0,1.4074074074074074,82100,"['the', 'the theater', 'theater', 'this', 'this year', 'year']"
82101,4235,the theater,2,the theaters,2,0,1.4074074074074074,82101,"['the', 'the theater', 'theater']"
82083,4235,film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year,2,film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year,0,2,1.4074074074074074,82083,"['carol', 'christmas', 'christmas carol', 'everyone', 'film', 'film to', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82097,4235,Christmas Carol,2,Christmas Carol,2,0,1.4074074074074074,82097,"['carol', 'christmas', 'christmas carol']"
82095,4235,A Christmas Carol '',2,A Christmas Carol '',2,0,1.4074074074074074,82095,"['carol', 'christmas', 'christmas carol']"
82094,4235,`` A Christmas Carol '',2,`` A Christmas Carol '',2,0,1.4074074074074074,82094,"['carol', 'christmas', 'christmas carol']"
82084,4235,to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year,1,to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year,1,0,1.4074074074074074,82084,"['carol', 'christmas', 'christmas carol', 'everyone', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82081,4235,perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year,3,perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year,0,3,1.4074074074074074,82081,"['carol', 'christmas', 'christmas carol', 'everyone', 'family', 'family film', 'film', 'film to', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'perfect', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82080,4235,a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year,4,a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year,0,4,1.4074074074074074,82080,"['carol', 'christmas', 'christmas carol', 'everyone', 'family', 'family film', 'film', 'film to', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'perfect', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82079,4235,is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year,3,is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year,0,3,1.4074074074074074,82079,"['carol', 'christmas', 'christmas carol', 'everyone', 'family', 'family film', 'film', 'film to', 'in', 'in the', 'is', 'new', 'no', 'no new', 'out', 'out in', 'perfect', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82078,4235,is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year .,4,is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,0,4,1.4074074074074074,82078,"['carol', 'christmas', 'christmas carol', 'everyone', 'family', 'family film', 'film', 'film to', 'in', 'in the', 'is', 'new', 'no', 'no new', 'out', 'out in', 'perfect', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82077,4235,'' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year .,4,'' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,0,4,1.4074074074074074,82077,"['carol', 'christmas', 'christmas carol', 'everyone', 'family', 'family film', 'film', 'film to', 'in', 'in the', 'is', 'new', 'no', 'no new', 'out', 'out in', 'perfect', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82085,4235,take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year,2,take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year,0,2,1.4074074074074074,82085,"['carol', 'christmas', 'christmas carol', 'everyone', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'year']"
82076,4235,Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theater this year .,4,Nicholas Nickleby '' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,0,4,1.4074074074074074,82076,"['carol', 'christmas', 'christmas carol', 'everyone', 'family', 'family film', 'film', 'film to', 'in', 'in the', 'is', 'new', 'nicholas', 'nickleby', 'no', 'no new', 'out', 'out in', 'perfect', 'since', 'take', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'to take', 'year']"
82087,4235,to since there 's no new `` A Christmas Carol '' out in the theater this year,2,to since there 's no new `` A Christmas Carol '' out in the theaters this year,1,1,1.4074074074074074,82087,"['carol', 'christmas', 'christmas carol', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'since', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'to', 'year']"
82088,4235,since there 's no new `` A Christmas Carol '' out in the theater this year,2,since there 's no new `` A Christmas Carol '' out in the theaters this year,1,1,1.4074074074074074,82088,"['carol', 'christmas', 'christmas carol', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'since', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'year']"
82089,4235,there 's no new `` A Christmas Carol '' out in the theater this year,2,there 's no new `` A Christmas Carol '' out in the theaters this year,1,1,1.4074074074074074,82089,"['carol', 'christmas', 'christmas carol', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'the', 'the theater', 'theater', 'there', 'there no', 'this', 'this year', 'year']"
82090,4235,'s no new `` A Christmas Carol '' out in the theater this year,3,'s no new `` A Christmas Carol '' out in the theaters this year,1,2,1.4074074074074074,82090,"['carol', 'christmas', 'christmas carol', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'the', 'the theater', 'theater', 'this', 'this year', 'year']"
82091,4235,no new `` A Christmas Carol '' out in the theater this year,2,no new `` A Christmas Carol '' out in the theaters this year,1,1,1.4074074074074074,82091,"['carol', 'christmas', 'christmas carol', 'in', 'in the', 'new', 'no', 'no new', 'out', 'out in', 'the', 'the theater', 'theater', 'this', 'this year', 'year']"
82092,4235,no new `` A Christmas Carol '',2,no new `` A Christmas Carol '',2,0,1.4074074074074074,82092,"['carol', 'christmas', 'christmas carol', 'new', 'no', 'no new']"
82093,4235,new `` A Christmas Carol '',2,new `` A Christmas Carol '',2,0,1.4074074074074074,82093,"['carol', 'christmas', 'christmas carol', 'new']"
82086,4235,take everyone,2,take everyone,2,0,1.4074074074074074,82086,"['everyone', 'take']"
140272,7612,like a masterpiece,4,like a masterpiece,2,2,1.4,140272,"['like', 'like masterpiece', 'masterpiece']"
140271,7612,look like a masterpiece,3,look like a masterpiece,2,1,1.4,140271,"['like', 'like masterpiece', 'look', 'look like', 'masterpiece']"
61168,3091,grungy,2,grungy,2,0,1.4,61168,[]
